feature,importance,Label,,
bdhi_irritability,0.00033137,,,
FA_CGH_L,0.000330759,,,
rh_frontalpole_thickness,0.000330751,,,
intensity,0.000330163,,,
wightlosstry,0.000329411,,,
impulsive,0.000328507,,,
AD_CP_R,0.000327488,,,
MD_SFO_R,0.000327472,,,
MD_BCC,0.000327051,,,
drinkprob,0.000326843,,,
FA_PTR_R,0.00032683,,,
alctreat___4,0.000324953,,,
SupraTentorialVol,0.000324722,,,
Right_Cerebellum_White_Matter,0.00032469,,,
p_TSLP,0.000324594,,,
MD_SFO_L,0.000324399,,,
medmiss_13___1,0.000324045,,,
taskmon,0.000323831,,,
axo_sum,0.000323301,,,
p_MIP_1alpha_cv,0.000323117,,,
checkup,0.000322708,,,
rh_frontalpole_meancurv,0.000321684,,,
MD_PLIC_R,0.00032165,,,
rh_transversetemporal_volume,0.000320228,,,
postreml,0.00032012,,,
FA_RLIC_L,0.000319856,,,
saliva,0.000318449,,,
lungd,0.000318417,,,
lh_bankssts_meancurv,0.000317235,,,
rh_rostralmiddlefrontal_volume,0.000314019,,,
MD_PTR_R,0.000311308,,,
RD_CST_L,0.00031068,,,
emotaes,0.00030877,,,
p_IL_10,0.000307963,,,
resentful,0.000307345,,,
rh_pericalcarine_thickness,0.000307121,,,
seethrough,0.000306994,,,
MD_FX_ST_R,0.000306813,,,
MD_CP_R,0.000306723,,,
Left_VentralDC,0.000306654,,,
TES_SF_psych_anxiety,0.000306259,,,
tv,0.000306152,,,
p_Tie_2,0.000305533,,,
fnototal,0.000302374,,,
presdrug_sp___3,0.00030167,,,
p_IL_21_cv,0.000301383,,,
withdraw,0.00030133,,,
closet,0.000300549,,,
lh_rostralanteriorcingulate_mean,0.000299888,,,
lh_rostralanteriorcingulate_area,0.000299472,,,
lh_rostralmiddlefrontal_thicknes,0.000298709,,,
lh_parsorbitalis_volume,0.000298385,,,
nlprpct,0.000297527,,,
FA_SS_R,0.000297008,,,
race_heart,0.000296266,,,
p_PlGF_cv,0.000296221,,,
rh_medialorbitofrontal_volume,0.000294802,,,
tootired,0.000294621,,,
rh_inferiorparietal_area,0.00029374,,,
hot,0.000293091,,,
msqtot,0.000292706,,,
parkinsonrel,0.000291398,,,
concentrate,0.000290985,,,
nlscpct,0.00029021,,,
AD_PCR_R,0.000289272,,,
LocalTauExtent,0.00028916,,,
rh_superiortemporal_volume,0.000289071,,,
lh_pericalcarine_thickness,0.000288605,,,
MD_SS_R,0.000287353,,,
RD_ICP_L,0.00028727,,,
severearg,0.000286991,,,
breathe,0.000286819,,,
bvmtrraw,0.000285683,,,
hobby,0.000284655,,,
lh_parsorbitalis_area,0.000283919,,,
parent,0.000282722,,,
doneimport,0.000281409,,,
Left_Thalamus,0.000280753,,,
fnototint,0.000280084,,,
P_DEMDIAG2_wp,0.00027974,,,
crntm___29,0.000279455,,,
lh_lateralorbitofrontal_volume,0.000278641,,,
jealousy,0.000278625,,,
p_IL_27,0.000278348,,,
totfasz,0.000276344,,,
kneef___3,0.000274988,,,
controlanger,0.000274988,,,
p_IL_12p70_cv,0.000274914,,,
rh_middletemporal_area,0.000274602,,,
hyposomdtreat___2,0.0002743,,,
nsbrawt,0.000274278,,,
RD_SS_L,0.000273901,,,
notice,0.000272933,,,
dyskpres,0.000271187,,,
MD_CST_R,0.000270382,,,
RD_CGC_R,0.000269653,,,
lh_superiorparietal_thickness,0.000269519,,,
no_sex,0.000268722,,,
SP_MMB_Apathetic,0.000268721,,,
FA_SCR_L,0.000268069,,,
futureplan,0.000267127,,,
cortisone_ctl_when___3,0.000267071,,,
p_IL_2,0.000266994,,,
taxes,0.000265979,,,
no_interest,0.000265595,,,
p_GFAP,0.000263707,,,
balance,0.000262896,,,
EstimatedTotalIntraCranialVol,0.000262265,,,
lh_pericalcarine_volume,0.000262067,,,
p_VEGF_C,0.000262037,,,
MMB_OutOfControl,0.000260109,,,
p_IL_5_cv,0.000260099,,,
p_TARC,0.000259553,,,
FA_CGH_R,0.000257958,,,
understand,0.000255485,,,
planorg,0.000254398,,,
MD_RLIC_L,0.000254351,,,
saythings,0.000254142,,,
bdhi_verbal,0.00025336,,,
AD_SLF_R,0.000251314,,,
lh_caudalmiddlefrontal_meancurv,0.000250148,,,
boredsolve,0.000250095,,,
rh_medialorbitofrontal_thickness,0.000249399,,,
nlbirt,0.000248043,,,
MAPT_H2_alpha_dosage,0.000247877,,,
MC_CCI_RemUsuallyKept,0.000247202,,,
RD_GCC,0.000247143,,,
nlrhraw,0.000245416,,,
rh_lingual_volume,0.000245338,,,
p_MCP_1,0.000243581,,,
rFSRP,0.000242875,,,
bhscat,0.000242838,,,
rh_postcentral_meancurv,0.000242808,,,
alctreat_sp___7,0.000241019,,,
nsftz,0.00024072,,,
rh_fusiform_meancurv,0.000236882,,,
MD_PCR_R,0.000236366,,,
dointerest,0.000236116,,,
avgtimepc,0.000235924,,,
physacttyp___4,0.000234553,,,
RD_ICP_R,0.000234224,,,
p_IL_9,0.000233583,,,
mintwsc,0.000231157,,,
moreirrate,0.000230159,,,
Right_Caudate,0.00022915,,,
rh_precentral_area,0.000227135,,,
RD_IFO_R,0.000225865,,,
inactive,0.000222168,,,
ophthald,0.00022109,,,
ends100,0.000220405,,,
cortisone_exp_when___2,0.000219748,,,
lh_paracentral_volume,0.000219376,,,
remdates,0.000217136,,,
trailsbz,0.000216017,,,
AD_BCC,0.000213734,,,
plantrips,0.000213616,,,
mgmomnoformps,0.000212269,,,
facef___3,0.000211256,,,
MD_UNC_R,0.000209972,,,
parkinsonrel___8,0.00020772,,,
colort,0.000205313,,,
conceasy,0.000204146,,,
AD_PTR_L,0.000203776,,,
present,0.00020235,,,
afib,0.00020235,,,
lh_frontalpole_meancurv,0.000202205,,,
thinkact,0.000200581,,,
flush,0.000197773,,,
lh_superiortemporal_volume,0.000197523,,,
hdachedtype___1,0.000194359,,,
COG_ind,0.000193063,,,
lowarmb___3,0.000189265,,,
crntm___1,0.000186872,,,
alsrel___7,0.000184988,,,
feelupset,0.000184251,,,
ghdefd,0.000181431,,,
suicplace,0.000180273,,,
DEM_AD8_ThinkMem,0.000179306,,,
annoy,0.000178658,,,
FA_ML_R,0.000177002,,,
lh_temporalpole_thickness,0.000176562,,,
hyperttreatlife___0,0.000176377,,,
FA_CST_R,0.000176046,,,
footballrel___13,0.000176028,,,
RD_FX_ST_R,0.00017592,,,
p_pT231,0.000175183,,,
DEMDIAG7_ind,0.000174838,,,
mocraw,0.000174711,,,
cnstot,0.000174139,,,
crntstmreas2___8,0.000173994,,,
colorraw,0.000173091,,,
cancerdtype___13,0.000172486,,,
AD_RLIC_R,0.000172482,,,
constancy,0.000172221,,,
proleag___5,0.000171518,,,
toetapl,0.000171516,,,
S_COG_ind,0.000171288,,,
anxdcomorbid___4,0.000171062,,,
physacttyp___18,0.000170798,,,
MD_SCC,0.000170746,,,
FA_SCP_R,0.000169488,,,
quiet,0.000169071,,,
homeshare___7,0.000169028,,,
p_IL_17C,0.000168978,,,
pastapmreas7___3,0.000168085,,,
lh_superiorparietal_area,0.000168076,,,
p_GFAP_FLAG_below_ref_range,0.000168066,,,
presdrug_sp___8,0.000167733,,,
MD_SS_L,0.000167663,,,
neckf___3,0.000167623,,,
anxdcomorbid___1,0.000167229,,,
goodexcite,0.000166522,,,
MC_CCI_RemNames,0.000166014,,,
othersurg,0.000165768,,,
g_parkinsonrel,0.000165637,,,
RD_PCR_R,0.000165566,,,
othraes,0.000165518,,,
lh_rostralanteriorcingulate_thic,0.000165488,,,
p_MIP_1alpha,0.000165485,,,
cognaes,0.000165445,,,
afnototrep,0.000164924,,,
bvmfap,0.000164873,,,
lh_lateraloccipital_meancurv,0.000164655,,,
CC_Anterior,0.000164504,,,
chhomelive___6,0.00016449,,,
homelivedur,0.000164243,,,
P_DEM_wp,0.000164153,,,
lh_entorhinal_volume,0.000164062,,,
physacttyp___3,0.000163973,,,
shoulderf___3,0.000163811,,,
feeldist,0.000163686,,,
cancerd,0.000163621,,,
facialex,0.00016317,,,
handb___4,0.000163004,,,
pastmreas4___3,0.00016283,,,
ucla18,0.000162504,,,
p_IL_17A_cv,0.000162094,,,
MD_IFO_R,0.000162028,,,
C_COG_ind,0.000161879,,,
p_Eotaxin_3_cv,0.000161266,,,
poststab,0.000161182,,,
c_footballrel,0.000161148,,,
sweat,0.000160647,,,
daddemdiag___7,0.000160221,,,
thyroidd,0.000160162,,,
initiative,0.000159795,,,
rh_parsopercularis_thickness,0.000159691,,,
chhomelive___4,0.000159663,,,
tommt1raw,0.000159622,,,
p_IL_12_IL_23p40,0.000158823,,,
AD_CGC_R,0.000158706,,,
lh_isthmuscingulate_area,0.000158635,,,
nsbrawz,0.000158062,,,
deepbreath,0.000157417,,,
pastm___5,0.000157383,,,
MC_CCI_RemInfoTold,0.000157355,,,
lh_caudalanteriorcingulate_meanc,0.000157355,,,
employ,0.00015731,,,
craftimm,0.000157281,,,
pastmreas1___2,0.000157118,,,
troublerem,0.00015577,,,
lh_precentral_volume,0.000155713,,,
neckb___1,0.000155651,,,
weightlosssurgtyp___3,0.000155511,,,
AD_PCR_L,0.000155443,,,
edumother,0.000155408,,,
lh_superiorfrontal_meancurv,0.000155157,,,
hypochdtreat___1,0.000155034,,,
posture,0.000154831,,,
G_FORMPS_ind,0.000154324,,,
rh_posteriorcingulate_thickness,0.000154298,,,
handf___3,0.000154214,,,
alsrel___1,0.000153894,,,
p_IL_1_alpha_cv,0.000153671,,,
CSF,0.000153144,,,
waitturn,0.000152707,,,
emissionscanprocessingcategory,0.000152612,,,
lh_postcentral_meancurv,0.000151959,,,
cogcom1st,0.000151907,,,
punch,0.000151797,,,
craftvimmt,0.000151762,,,
craftvdel,0.000151735,,,
lh_middletemporal_volume,0.000151596,,,
milit,0.000151125,,,
TES_SF_motor_park,0.000151081,,,
p_MIP_1_beta,0.000150897,,,
P_COG_ind,0.000150897,,,
mdsupdrsp3_score,0.000149828,,,
bhstot,0.000149747,,,
feelshout,0.000149434,,,
speech,0.000149116,,,
hyperttreatn___1,0.000149096,,,
uclatot,0.000149029,,,
anklef___2,0.000148711,,,
alcbadjob,0.000148528,,,
patient,0.000148014,,,
self_critcl,0.000147729,,,
ucla11,0.000146652,,,
boilinside,0.000145686,,,
rh_temporalpole_thickness,0.000145533,,,
lh_medialorbitofrontal_volume,0.00014537,,,
decision,0.000145059,,,
fights,0.000144727,,,
othtob___2,0.000144012,,,
hoehnyahr,0.000143102,,,
audit_4,0.000141689,,,
checkwork,0.000141634,,,
footb___3,0.000141341,,,
ashamed,0.000141341,,,
AD_CST_R,0.000140592,,,
craftpimmz,0.000140142,,,
fnototrep,0.000137816,,,
p_IL_5,0.00013771,,,
explode,0.000137709,,,
flyoff,0.000137389,,,
p_IL_1_alpha,0.000136442,,,
alcconcern,0.000135523,,,
p_MDC,0.000135096,,,
saynasty,0.0001349,,,
rh_paracentral_meancurv,0.000134803,,,
Right_Inf_Lat_Vent,0.000133662,,,
faith,0.000133558,,,
AD_UNC_R,0.000132815,,,
p_INF_gamma_cv,0.000132283,,,
limitact,0.00013206,,,
Left_Inf_Lat_Vent,0.000130772,,,
rh_lateralorbitofrontal_meancurv,0.000130737,,,
sametopic,0.000129512,,,
rhCortexVol,0.000129275,,,
hypochdtreat___2,0.000128802,,,
rh_middletemporal_thickness,0.000128708,,,
actimp,0.000127652,,,
_4th_Ventricle,0.000126469,,,
GlobalTauLoad,0.000126469,,,
alctreat___0,0.000126469,,,
MMB_ShortFuse,0.000126378,,,
FA_CP_R,0.000125702,,,
cogins1st,0.000125657,,,
intense,0.000122828,,,
sangf_sum,0.000119547,,,
drugprname_sp___8,0.000119467,,,
ucla4,0.000119218,,,
activityorg,0.000117839,,,
nabfirstg,0.000117364,,,
craftpimmt,0.000116092,,,
BGLHA_Childhood_Total,0.000115781,,,
lh_rostralmiddlefrontal_volume,0.000115739,,,
jerk,0.000115739,,,
p_IL_6_cv,0.000115739,,,
FA_UNC_L,0.000115664,,,
p_IL_7,0.000114491,,,
onestep,0.000114491,,,
anototint,0.000113702,,,
aci_sum,0.000113568,,,
happier,0.000113568,,,
angio,0.000113568,,,
lh_inferiortemporal_thickness,0.000113311,,,
G_DEM_ind,0.000113209,,,
mocabraw,0.000112842,,,
p_parkinsonrel,0.000112588,,,
Right_Pallidum,0.000111695,,,
lh_rostralmiddlefrontal_meancurv,0.000111299,,,
mgdadnoformps,0.000110611,,,
lh_superiorparietal_meancurv,0.000110611,,,
hyposomdtreat___4,0.000110241,,,
squirm,0.00010999,,,
get_want,0.000109932,,,
rh_parahippocampal_area,0.000109874,,,
lastmin,0.000108009,,,
vigintsport,0.000108009,,,
unsteady,9.37E-05,,,
G_DEMDIAG1,9.18E-05,,,
indigest,9.14E-05,,,
rh_pericalcarine_area,9.07E-05,,,
lh_entorhinal_area,8.90E-05,,,
rh_paracentral_volume,8.85E-05,,,
negbelief,8.82E-05,,,
CortexVol,8.80E-05,,,
non_WM_hypointensities,8.80E-05,,,
cvdother,8.78E-05,,,
lh_caudalmiddlefrontal_thickness,8.74E-05,,,
feelcurse,8.55E-05,,,
income,8.53E-05,,,
pastmreas5___2,8.50E-05,,,
sarcastic,8.40E-05,,,
AD_ACR_R,8.39E-05,,,
alcsubrel___13,8.33E-05,,,
rh_rostralanteriorcingulate_volu,8.07E-05,,,
gastrod,7.81E-05,,,
lh_medialorbitofrontal_meancurv,7.66E-05,,,
parkinsonrel___1,5.87E-05,,,
p_GM_CSF_cv,5.86E-05,,,
RD_RLIC_R,5.36E-05,,,
nsfrawt,5.32E-05,,,
consequence,4.20E-05,,,
sdmtot,3.45E-05,,,
MC_CCI_CmpAgeGroup,3.12E-05,,,
wobble,2.52E-05,,,
diffsuperv,1.49E-05,,,
sexcomm,1.28E-05,,,
crntstmreas3___777,0,,,
crntapm___3,0,,,
crntstmreas3___8,0,,,
crntstmreas3___999,0,,,
crntapmreas2___7,0,,,
crntstmreas4___1,0,,,
crntstmreas2___5,0,,,
crntstmreas2___777,0,,,
crntapmreas3___2,0,,,
crntstmreas4___2,0,,,
crntstmreas2___4,0,,,
crntstmreas4___3,0,,,
crntstmreas3___7,0,,,
crntstmreas2___999,0,,,
crntstmreas3___6,0,,,
crntstmreas2___6,0,,,
crntstmreas3___5,0,,,
crntapmreas2___8,0,,,
crntapm___4,0,,,
crntapmreas3___1,0,,,
crntstmreas4___4,0,,,
crntstmreas3___4,0,,,
crntstmreas3___3,0,,,
crntstmreas3___2,0,,,
crntstmreas2___7,0,,,
crntstmreas3___1,0,,,
changejobs,0,,,
crntapmreas2___999,0,,,
crntapmreas2___777,0,,,
crntapm___5,0,,,
crntapmreas1___4,0,,,
crntapmreas2___6,0,,,
crntstmreas5___7,0,,,
crntapmreas1___999,0,,,
crntapmreas1___8,0,,,
crntstmreas5___5,0,,,
crntapmreas1___7,0,,,
crntstmreas5___6,0,,,
crntap,0,,,
crntstmreas5___8,0,,,
crntstmreas5___4,0,,,
crntstmreas5___999,0,,,
crntstmreas5___777,0,,,
pastpsychm,0,,,
pastm___1,0,,,
crntapmreas1___5,0,,,
jobsecure,0,,,
crntapmreas1___777,0,,,
crntstmreas5___3,0,,,
crntstmreas2___2,0,,,
crntstmreas4___7,0,,,
crntapmreas2___5,0,,,
crntapmreas2___4,0,,,
crntstmreas4___5,0,,,
crntstmreas4___6,0,,,
crntapm___2,0,,,
crntapmreas2___3,0,,,
crntapmreas2___2,0,,,
crntstmreas5___2,0,,,
crntapm___1,0,,,
crntstmreas4___8,0,,,
crntapmreas2___1,0,,,
crntstmreas4___999,0,,,
crntstmreas4___777,0,,,
crntstmreas5___1,0,,,
crntstmreas2___3,0,,,
crntapmreas5___777,0,,,
crntapmreas3___3,0,,,
crntapmreas5___6,0,,,
crntapmreas7___1,0,,,
crntapmreas7___2,0,,,
crntapmreas7___3,0,,,
crntapmreas5___4,0,,,
crntapmreas7___4,0,,,
crntapmreas7___5,0,,,
crntapmreas1___1,0,,,
crntapmreas7___6,0,,,
crntapmreas7___7,0,,,
crntapmreas7___8,0,,,
crntapmreas7___999,0,,,
crntapmreas5___3,0,,,
crntapmreas7___777,0,,,
crntapmreas1___6,0,,,
crntapmreas5___2,0,,,
crntapmreas5___5,0,,,
crntapmreas6___777,0,,,
crntapmreas3___4,0,,,
crntapmreas6___999,0,,,
crntapmreas6___1,0,,,
crntapmreas6___2,0,,,
crntapmreas6___3,0,,,
crntapm___777,0,,,
crntapmreas6___4,0,,,
crntapmreas6___5,0,,,
crntapmreas5___999,0,,,
crntapmreas6___6,0,,,
crntapm___7,0,,,
crntapmreas6___7,0,,,
crntapmreas6___8,0,,,
pastm___3,0,,,
crntapm___6,0,,,
crntapmreas5___8,0,,,
crntapmreas5___7,0,,,
crntapmreas5___1,0,,,
crntapmreas4___777,0,,,
crntapmreas4___999,0,,,
crntapmreas4___8,0,,,
crntstmreas1___4,0,,,
crntstmreas1___5,0,,,
crntapmreas3___999,0,,,
crntstmreas1___6,0,,,
crntstmreas1___7,0,,,
crntapmreas1___2,0,,,
crntapmreas1___3,0,,,
crntapmreas3___8,0,,,
crntapmreas3___7,0,,,
crntapmreas3___6,0,,,
crntstmreas1___8,0,,,
crntapmreas3___5,0,,,
crntapm___999,0,,,
crntstmreas1___777,0,,,
crntstmreas2___1,0,,,
crntstmreas1___3,0,,,
crntstmreas1___2,0,,,
crntstmreas1___1,0,,,
crntapmreas4___3,0,,,
crntst,0,,,
crntstm___1,0,,,
crntapmreas4___7,0,,,
crntapmreas4___6,0,,,
crntapmreas4___5,0,,,
crntapmreas4___4,0,,,
crntapmreas4___2,0,,,
crntstm___777,0,,,
crntstm___3,0,,,
crntstm___4,0,,,
crntstm___5,0,,,
crntstm___999,0,,,
crntapmreas4___1,0,,,
crntapmreas3___777,0,,,
crntstmreas1___999,0,,,
pastm___34,0,,,
pastm___4,0,,,
pastmreas10___2,0,,,
pastmreas10___4,0,,,
pastmreas10___5,0,,,
pastmreas10___6,0,,,
pastmreas10___7,0,,,
pastmreas10___8,0,,,
pastmreas10___999,0,,,
pastmreas10___777,0,,,
pastmreas11___1,0,,,
pastmreas11___2,0,,,
pastmreas11___3,0,,,
pastmreas11___4,0,,,
pastmreas11___5,0,,,
pastmreas11___6,0,,,
pastmreas11___7,0,,,
pastmreas11___8,0,,,
pastmreas11___999,0,,,
pastmreas11___777,0,,,
pastmreas12___1,0,,,
pastmreas12___2,0,,,
pastmreas12___3,0,,,
pastmreas12___4,0,,,
pastmreas10___3,0,,,
pastmreas10___1,0,,,
pastmreas12___6,0,,,
pastmreas9___777,0,,,
pastmreas7___999,0,,,
pastmreas7___777,0,,,
pastmreas8___1,0,,,
pastmreas8___2,0,,,
pastmreas8___3,0,,,
pastmreas8___4,0,,,
pastmreas8___5,0,,,
pastmreas8___6,0,,,
pastmreas8___7,0,,,
pastmreas8___8,0,,,
pastmreas8___999,0,,,
pastmreas8___777,0,,,
pastmreas9___1,0,,,
pastmreas9___2,0,,,
pastmreas9___3,0,,,
pastmreas9___4,0,,,
pastmreas9___5,0,,,
pastmreas9___6,0,,,
pastmreas9___7,0,,,
pastmreas9___8,0,,,
pastmreas9___999,0,,,
pastmreas12___5,0,,,
pastmreas12___7,0,,,
pastm___6,0,,,
pastmreas15___2,0,,,
pastmreas15___4,0,,,
pastmreas15___5,0,,,
pastmreas15___6,0,,,
pastmreas15___7,0,,,
pastmreas15___8,0,,,
pastmreas15___999,0,,,
pastmreas15___777,0,,,
pastmreas16___1,0,,,
pastmreas16___2,0,,,
pastmreas16___3,0,,,
pastmreas16___4,0,,,
pastmreas16___5,0,,,
pastmreas16___6,0,,,
pastmreas16___7,0,,,
pastmreas16___8,0,,,
pastmreas16___999,0,,,
pastmreas16___777,0,,,
pastmreas17___1,0,,,
pastmreas17___2,0,,,
pastmreas17___3,0,,,
pastmreas17___4,0,,,
pastmreas15___3,0,,,
pastmreas15___1,0,,,
pastmreas12___8,0,,,
pastmreas14___777,0,,,
pastmreas12___999,0,,,
pastmreas12___777,0,,,
pastmreas13___1,0,,,
pastmreas13___2,0,,,
pastmreas13___3,0,,,
pastmreas13___4,0,,,
pastmreas13___5,0,,,
pastmreas13___6,0,,,
pastmreas13___7,0,,,
pastmreas13___8,0,,,
pastmreas13___999,0,,,
pastmreas13___777,0,,,
pastmreas14___1,0,,,
pastmreas14___2,0,,,
pastmreas14___3,0,,,
pastmreas14___4,0,,,
pastmreas14___5,0,,,
pastmreas14___6,0,,,
pastmreas14___7,0,,,
pastmreas14___8,0,,,
pastmreas14___999,0,,,
pastmreas7___8,0,,,
pastmreas7___7,0,,,
pastmreas7___6,0,,,
pastm___30,0,,,
pastm___32,0,,,
pastm___33,0,,,
crntmreas38___999,0,,,
pastm___35,0,,,
pastm___36,0,,,
pastm___37,0,,,
pastm___38,0,,,
pastm___999,0,,,
pastm___777,0,,,
pastmreas1___1,0,,,
pastmreas1___3,0,,,
pastmreas1___4,0,,,
pastmreas1___5,0,,,
pastmreas1___6,0,,,
pastmreas1___7,0,,,
pastmreas1___8,0,,,
pastmreas1___999,0,,,
pastmreas1___777,0,,,
pastmreas2___1,0,,,
pastmreas2___2,0,,,
carethink,0,,,
pastm___31,0,,,
pastm___29,0,,,
pastmreas7___5,0,,,
pastm___28,0,,,
pastm___7,0,,,
pastm___8,0,,,
pastm___9,0,,,
pastm___10,0,,,
pastm___11,0,,,
pastm___12,0,,,
pastm___13,0,,,
pastm___14,0,,,
pastm___15,0,,,
pastm___16,0,,,
pastm___17,0,,,
pastm___18,0,,,
pastm___19,0,,,
pastm___20,0,,,
pastm___21,0,,,
pastm___22,0,,,
pastm___23,0,,,
pastm___24,0,,,
pastm___25,0,,,
pastm___26,0,,,
pastm___27,0,,,
pastmreas2___4,0,,,
pastmreas2___5,0,,,
pastmreas2___6,0,,,
pastmreas2___7,0,,,
pastmreas5___4,0,,,
pastmreas5___5,0,,,
pastmreas5___6,0,,,
pastmreas5___7,0,,,
pastmreas5___8,0,,,
pastmreas5___999,0,,,
pastmreas5___777,0,,,
pastmreas6___1,0,,,
pastmreas6___2,0,,,
pastmreas6___3,0,,,
pastmreas6___4,0,,,
pastmreas6___5,0,,,
pastmreas6___6,0,,,
pastmreas6___7,0,,,
pastmreas6___8,0,,,
pastmreas6___999,0,,,
pastmreas6___777,0,,,
pastmreas7___1,0,,,
pastmreas7___2,0,,,
pastmreas7___3,0,,,
pastmreas7___4,0,,,
pastmreas5___3,0,,,
pastmreas5___1,0,,,
pastmreas4___777,0,,,
pastmreas3___7,0,,,
pastmreas2___8,0,,,
pastmreas2___999,0,,,
pastmreas2___777,0,,,
pastmreas3___1,0,,,
pastmreas3___2,0,,,
pastmreas3___3,0,,,
pastmreas3___4,0,,,
pastmreas3___5,0,,,
pastmreas3___6,0,,,
pastmreas3___8,0,,,
pastmreas4___999,0,,,
pastmreas3___999,0,,,
pastmreas3___777,0,,,
pastmreas4___1,0,,,
pastmreas4___2,0,,,
pastmreas4___4,0,,,
pastmreas4___5,0,,,
pastmreas4___6,0,,,
pastmreas4___7,0,,,
pastmreas4___8,0,,,
crntmreas38___777,0,,,
crntmreas35___999,0,,,
crntmreas38___8,0,,,
crntmreas11___6,0,,,
crntmreas10___6,0,,,
crntmreas10___7,0,,,
crntmreas10___8,0,,,
crntmreas10___999,0,,,
crntmreas10___777,0,,,
crntmreas11___1,0,,,
crntmreas11___2,0,,,
crntmreas11___3,0,,,
crntmreas11___4,0,,,
crntmreas11___5,0,,,
crntmreas11___7,0,,,
crntmreas10___4,0,,,
crntmreas11___8,0,,,
crntmreas11___999,0,,,
crntmreas11___777,0,,,
crntmreas12___1,0,,,
crntmreas12___2,0,,,
crntmreas12___3,0,,,
crntmreas12___4,0,,,
crntmreas12___5,0,,,
crntmreas12___6,0,,,
crntmreas12___7,0,,,
crntmreas10___5,0,,,
crntmreas10___3,0,,,
crntmreas12___999,0,,,
crntmreas8___777,0,,,
crntmreas7___777,0,,,
crntmreas8___1,0,,,
crntmreas8___2,0,,,
crntmreas8___3,0,,,
crntmreas8___4,0,,,
crntmreas8___5,0,,,
crntmreas8___6,0,,,
crntmreas8___7,0,,,
crntmreas8___8,0,,,
crntmreas8___999,0,,,
crntmreas9___1,0,,,
crntmreas10___2,0,,,
crntmreas9___2,0,,,
crntmreas9___3,0,,,
crntmreas9___4,0,,,
crntmreas9___5,0,,,
crntmreas9___6,0,,,
crntmreas9___7,0,,,
crntmreas9___8,0,,,
crntmreas9___999,0,,,
crntmreas9___777,0,,,
crntmreas10___1,0,,,
crntmreas12___8,0,,,
crntmreas12___777,0,,,
crntmreas7___8,0,,,
crntmreas16___8,0,,,
crntmreas15___8,0,,,
crntmreas15___999,0,,,
crntmreas15___777,0,,,
crntmreas16___1,0,,,
crntmreas16___2,0,,,
crntmreas16___3,0,,,
crntmreas16___4,0,,,
crntmreas16___5,0,,,
crntmreas16___6,0,,,
crntmreas16___7,0,,,
crntmreas16___999,0,,,
crntmreas15___6,0,,,
crntmreas16___777,0,,,
crntmreas17___1,0,,,
crntmreas17___2,0,,,
crntmreas17___3,0,,,
crntmreas17___4,0,,,
crntmreas17___5,0,,,
crntmreas17___6,0,,,
crntmreas17___7,0,,,
crntmreas17___8,0,,,
crntmreas17___999,0,,,
crntmreas15___7,0,,,
crntmreas15___5,0,,,
crntmreas13___1,0,,,
crntmreas14___2,0,,,
crntmreas13___2,0,,,
crntmreas13___3,0,,,
crntmreas13___4,0,,,
crntmreas13___5,0,,,
crntmreas13___6,0,,,
crntmreas13___7,0,,,
crntmreas13___8,0,,,
crntmreas13___999,0,,,
crntmreas13___777,0,,,
crntmreas14___1,0,,,
crntmreas14___3,0,,,
crntmreas15___4,0,,,
crntmreas14___4,0,,,
crntmreas14___5,0,,,
crntmreas14___6,0,,,
crntmreas14___7,0,,,
crntmreas14___8,0,,,
crntmreas14___999,0,,,
crntmreas14___777,0,,,
crntmreas15___1,0,,,
crntmreas15___2,0,,,
crntmreas15___3,0,,,
crntmreas7___999,0,,,
crntmreas7___7,0,,,
crntmreas38___7,0,,,
crntmreas1___2,0,,,
crntm___32,0,,,
crntm___33,0,,,
crntm___34,0,,,
crntm___35,0,,,
crntm___36,0,,,
crntm___37,0,,,
crntm___38,0,,,
crntm___999,0,,,
crntm___777,0,,,
crntmreas1___1,0,,,
crntmreas1___3,0,,,
crntm___30,0,,,
crntmreas1___4,0,,,
crntmreas1___5,0,,,
crntmreas1___6,0,,,
crntmreas1___7,0,,,
crntmreas1___8,0,,,
crntmreas1___999,0,,,
crntmreas1___777,0,,,
crntmreas2___1,0,,,
crntmreas2___2,0,,,
crntmreas2___3,0,,,
crntm___31,0,,,
actspur,0,,,
crntmreas2___5,0,,,
crntm___16,0,,,
crntm___6,0,,,
crntm___7,0,,,
crntm___8,0,,,
crntm___9,0,,,
crntm___10,0,,,
crntm___11,0,,,
crntm___12,0,,,
crntm___13,0,,,
crntm___14,0,,,
crntm___15,0,,,
crntm___17,0,,,
crntm___28,0,,,
crntm___18,0,,,
crntm___19,0,,,
crntm___20,0,,,
crntm___21,0,,,
crntm___22,0,,,
crntm___23,0,,,
crntm___24,0,,,
crntm___25,0,,,
crntm___26,0,,,
crntm___27,0,,,
crntmreas2___4,0,,,
crntmreas2___6,0,,,
crntmreas7___6,0,,,
crntmreas6___4,0,,,
crntmreas5___4,0,,,
crntmreas5___5,0,,,
crntmreas5___6,0,,,
crntmreas5___7,0,,,
crntmreas5___8,0,,,
crntmreas5___999,0,,,
crntmreas5___777,0,,,
crntmreas6___1,0,,,
crntmreas6___2,0,,,
crntmreas6___3,0,,,
crntmreas6___5,0,,,
crntmreas5___2,0,,,
crntmreas6___6,0,,,
crntmreas6___7,0,,,
crntmreas6___8,0,,,
